1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,label
13.1835330932392,20.8988946236341,22.1149268788687,18.3825852039442,13.7320308913457,21.0548454157575,22.0384481699667,17.8923395684153,22.9427529469732,23.3758042507426,31.9251067171984,8.84613183368773,31.0071992330778,31.9538506811914,9.20396106183704,8.75251393129297,27.7613724733713,35.0490423804565,9.3793781497701,117.243257013976,134.23093755439,150.381769166833,57.8112633834314,59.98780497239,61.6327589763923,139.022883233853,141.988212578413,144.094808692026,125.625043550708,130.961791852364,135.605471432169,57.5951929192536,59.6855699327341,61.8884512561913,154.054625855646,156.193273314222,157.675920776575,32.3187540769577,33.1490656534831,-28.6401214599609,-33.3934837977091,3.23405989011129,-16.6734561820825,2.59424662590027,-15.8683645427227,-11.0405391057332,-1.48000462849935,-20.2796921730042,-9.25152047475179,0.062837020523426,0.056814180377699,0.020885844370352,0.050087070679164,0.052915319091745,0.002402770030536,4
12.4774538154387,19.9657701758816,22.1910077398907,18.2913853141491,13.7409142141719,20.4929399676704,21.6139392430127,17.8915216533882,22.7996928039514,23.4112297095797,31.9432748008486,8.82492810897026,31.537301503323,31.6029601061687,9.32814402059774,8.91977198960074,27.6117631082928,35.2985318481107,9.46590699233076,113.37127327768,126.93119900254,139.110729928209,59.2055275192314,60.3527430210601,62.1910089659749,139.242107346339,142.942387910214,143.910360822085,126.236168837922,131.006815041942,136.242858460143,59.4330444634376,60.7580810022436,61.6536374251964,145.826948437138,150.887788055556,155.568381309924,31.3432034651438,33.0226574540138,-26.8113278547923,-31.3084540367126,5.10066944360733,-14.9723548392455,1.5056177576383,-16.5863386491934,-10.1888036727905,-0.892130851745605,-22.0879621505737,-11.1655807495117,0.107109877851824,0.07015424961608,0.047026537452418,0.076639563259796,0.199486769367066,0.172006118230279,4
12.5499607794781,19.8522723989695,21.8537073671031,18.5121034747446,13.4378568596888,20.2977438922178,21.3828153879073,17.7688233100434,22.8468787520686,23.3383058694951,31.8644560047165,8.73298291606538,31.1356269200017,31.3261735785994,9.28311391262822,8.89082747183933,29.225325791113,33.6853398591345,10.6884226191019,116.038229377599,124.163451653002,131.169441133819,59.1175644437407,59.9859519560686,61.040288017354,138.065345966,139.88558089746,141.184089172947,127.257099423332,131.478864854841,134.023734299102,60.3261101154391,60.9147245945738,61.3616096443988,148.237779393807,149.678926422632,150.566793387408,30.6918507147776,32.6186559114017,-26.1382553922503,-30.3651084241114,4.76033164090232,-15.1999423378392,1.61898541999491,-16.5797015259925,-10.4632092149634,-1.78046571580987,-22.7779874676152,-12.3794332930916,0.091466978416581,0.040495168293567,0.013167569479595,0.034618115123323,0.058306251153552,0.004208927592212,4
14.9071350646975,22.5561915406461,22.3319144153411,16.8118847455489,15.1900844092498,24.9830653153234,21.5117495910805,18.6272474543885,22.9907178720399,22.3186093589735,30.5062184668748,9.04110843685735,27.4181512555533,38.8379436189979,11.1889412961298,8.16471496644842,27.0051341223829,36.2975371797445,9.63444905173874,100.777686047575,128.525671256381,133.852943522359,51.8656205242523,52.7846591010179,56.2261073980106,138.473979189721,139.987159273985,144.967223096125,139.699218071967,164.454061234981,171.936309579668,151.251598386484,152.236168784316,153.05328061393,116.60397885156,117.451209096619,119.107330010415,26.0380535441286,28.4535418976756,-19.9691509499269,-22.3688568262493,-8.15823724602952,-23.5972313004929,-50.3552841789582,-29.9856814774959,-18.0868427543079,-2.15245695675121,-6.9413539241342,-0.465634640525369,0.108657434090992,0.031243950684751,0.013228966072654,0.03945517731707,0.482950087045521,0.010397251444597,26
12.7713709363045,22.6993845167071,23.3283956311474,15.7072694157632,15.2398920342095,23.4964416365433,23.1017905907668,17.837134201983,22.1913494357144,22.4790642839234,30.6628130563034,9.37753751666749,26.4185483184992,39.7779038127822,8.98730559756856,8.36586378600608,24.9144117633563,36.9224985249323,10.2202453542307,89.9310344292599,114.837676869234,140.442487303681,43.8447888526296,54.7726723856437,61.5256487199626,137.118292141823,141.308402536347,144.408082166039,102.981050393479,154.029881312938,177.262394837285,30.0617218530676,88.7825975788034,157.567740394869,113.441069400932,130.384687056143,146.976933789732,23.6928977596928,28.0068497422715,-16.0451094029655,-25.3994294455354,-7.13181250112157,-22.6425453771273,-23.2214221547187,-24.0685335721191,-20.3783411375234,-3.54090341379945,-10.2214356543313,-7.09835358068977,0.165824042301257,0.038504817930808,0.447238797535459,0.558744038430901,0.0650073210783,0.344023079242057,26
15.0743892247843,23.6319223441748,23.3993972856238,15.9137412828568,12.7295320587963,25.5907483502971,21.1945867241926,18.7611232311596,22.9351092089289,22.2831745683461,30.4155879918828,9.11842404264744,27.5688973416639,38.8716995930441,9.20343178414638,8.1018548706243,26.4532042800516,37.2582819791216,9.42265499576241,121.066341268644,129.512554388496,136.304803581906,48.177700056779,49.1263458553419,56.5303473403509,133.471046362545,136.219526103112,140.817563434051,125.64412429775,147.44841364068,166.746362380891,153.886817678734,160.624528496442,164.494613082043,111.528802970695,113.476569417777,117.728712790329,24.2664286920003,27.0194015971252,-21.2487714205469,-22.3487705418042,-8.84455248713493,-24.8634231714199,-50.5537532482828,-29.8165954702667,-18.9114667688097,-2.08471979413714,-4.29496969495501,-0.155832086290632,0.033172467217612,0.040287438221259,0.035325510818107,0.082539021483454,0.011968378725949,0.002667002603929,26
15.5936931212872,25.8047960333471,21.2898238430869,18.9444762493096,14.2739074021135,21.6829761436867,25.1083159390923,18.1754618555864,22.7029301096126,22.3361462984021,30.5588652812652,9.11547337832116,26.6647184661261,40.1057683945209,9.29457146673391,8.10396435893166,26.7326899748266,36.3322583381457,9.65268443608119,120.665270507967,140.07495569924,151.80209908039,159.761248784481,160.649635722357,161.730044197826,113.654427800319,114.368511879681,114.986801405945,123.869772843966,129.573432922404,153.253111715389,37.4458787605598,42.6598973513465,47.1877380581908,121.565206369429,128.330644967608,134.47269979736,24.0491300821304,22.8031791431803,-24.7155471586845,-26.6741518403443,-50.269519737069,-30.1346358593921,-2.70055108506915,-23.5665576373027,-6.66489970516151,0.132942199707031,-17.3088812492263,-3.68337832706075,0.012218334969987,0.057108276257984,0.018826783156421,0.033339082035134,0.003961426217161,0.006896473432974,27
14.8977072299422,25.8625717634236,21.2779793807238,18.8407564517228,14.1540749351144,21.494612649681,22.4680194232496,18.3016071708723,22.6934629664135,22.4404096490446,30.6912139505135,9.08782153961239,27.5881061968266,38.8423009722995,9.58677023696189,8.21008674847892,26.4434373150443,36.3511996600299,9.37288289400071,123.291599111303,136.132536098355,147.890823677513,160.823212403863,161.707176679813,162.634899910152,113.449589803418,113.91871015182,114.356101464388,135.134908790851,148.316514885066,154.549366065564,46.6959825338244,49.3567145769528,51.3495834940601,132.243164814719,136.177835180606,138.765836412686,24.7119511167208,22.7862070418066,-28.1576928993066,-28.6107094751464,-50.1781681552529,-29.9763794419252,-4.80618747986025,-23.0711604675485,-5.35855193932851,1.03255775239733,-16.656196779675,-3.58839366171095,0.011957654301829,0.04699502708473,0.008950223475802,0.034240277988432,0.010903899478066,0.001228264341638,27
14.4240170715293,26.1656162376918,21.2604781723892,18.8383612336536,14.4710923924311,21.2407034307082,22.4263427524896,18.3918887881936,22.5423979070064,22.6659562679502,30.9218675101892,9.09088415480652,27.2627306962047,39.3416943714461,9.61283538146367,8.13984853504588,26.8329893573777,36.2127104701377,9.78929073867521,128.984657306614,136.914572466309,147.511820679048,160.091022520802,161.464875195616,162.561934136835,115.37581546167,116.009797053091,116.515217161691,127.873118353489,133.544550981855,144.369461078144,45.0684230493578,46.0357621544478,46.6149972221957,137.301914298726,138.622280561835,140.555436081944,24.9652569906579,22.5293296906683,-25.7812003294627,-28.8500544925531,-51.2912462361985,-31.0202713279674,-3.38477695153819,-22.6674821331269,-4.53347000810835,1.38617191049788,-16.4295140239927,-5.40705256991916,0.017429845094496,0.066623495549304,0.014339404014826,0.033090965650565,0.008211060351158,0.018209666958545,27
16.1831537219098,24.0711214089936,25.8952106576727,15.7032941658434,15.4435388879331,26.3033329741914,20.9743001046469,17.2307863419574,21.6113707757307,21.3691056914968,29.2787013229252,9.28691596710238,29.5857355659639,38.697730309964,10.2322707205587,8.38397984800911,29.731151581577,36.6448231298494,10.05823973942,134.956855304979,140.933718376375,145.441953063658,133.40577512316,134.772313846088,135.499542821567,119.463642966017,120.48858271411,121.998381053478,151.203431263677,162.964252852917,173.198450889638,149.638257830373,150.653104261144,151.375690283962,123.051753657073,123.379748751084,123.683919984419,22.8357425332069,28.483470422881,-23.3711863415582,-23.8346615007945,31.616079722132,12.5642054421561,-50.185151972941,-30.3165902197361,-32.1020843301501,-15.5010826247079,-7.22088541303362,-0.518968445914132,0.173921612874745,0.025014781618441,0.014121308586058,0.050101586113062,0.066115147350882,0.005157136117838,28
